CAMERA_ID,CITY,EQUIP_TYPE,JUDGMENT_CLEAN,LONGITUDE,LATITUDE
TC0173,TC,固定式交通違規照相路段,超速,120.799970,24.291922
TC0174,TC,固定式交通違規照相路段,闖紅燈、未依標誌標線行駛,120.7736261,24.2749189
TC0175,TC,固定式交通違規照相路段,超速,120.7827,24.27543
TC0176,TC,固定式交通違規照相路段,闖紅燈、未依標誌標線行駛,120.7911005,24.2729601
TC0177,TC,固定式交通違規照相路段,闖紅燈、未依標誌標線行駛,120.7771397,24.2742864
TC0178,TC,固定式交通違規照相路段,超速,120.7783935,24.2742544
TC0179,TC,固定式交通違規照相路段,超速,120.6734443,24.143585
TC0180,TC,固定式交通違規照相路段,超速,120.6734443,24.143585
TC0181,TC,固定式交通違規照相路段,超速,120.6598925,24.1569349
TC0182,TC,固定式交通違規照相路段,超速,120.6710186,24.1500235
TC0183,TC,固定式交通違規照相路段,超速,120.6647508,24.1288321
TC0184,TC,固定式交通違規照相路段,超速,120.6698554,24.130522
TC0185,TC,固定式交通違規照相路段,超速,120.6796144,24.14241388
TC0186,TC,固定式交通違規照相路段,超速,120.670105,24.15081
TC0187,TC,固定式交通違規照相路段,超速,120.6698287,24.1474307
TC0188,TC,固定式交通違規照相路段,超速,120.6600166,24.1569499
TC0189,TC,固定式交通違規照相路段,超速,120.6773109,24.1401909
TC0190,TC,固定式交通違規照相路段,超速,120.6637904,24.1546692
TC0191,TC,固定式交通違規照相路段,超速,120.6625769,24.15567719
TC0192,TC,固定式交通違規照相路段,超速,120.6693969,24.1388571
TC0193,TC,固定式交通違規照相路段,超速,120.6512991,24.1449215
TC0194,TC,固定式交通違規照相路段,超速,120.6724392,24.1695535
TC0195,TC,固定式交通違規照相路段,超速,120.673688,24.1657312
TC0196,TC,固定式交通違規照相路段,超速,120.6882101,24.1563653
TC0197,TC,固定式交通違規照相路段,超速,120.6851145,24.1634258
TC0198,TC,固定式交通違規照相路段,超速,120.6851381,24.1655731
TC0199,TC,固定式交通違規照相路段,超速,120.6851084,24.1589522
TC0200,TC,固定式交通違規照相路段,超速,120.6879471,24.15901144
TC0201,TC,固定式交通違規照相路段,超速,120.6736547,24.1592164
TC0202,TC,固定式交通違規照相路段,超速,120.6769568,24.1653114
TC0203,TC,固定式交通違規照相路段,超速,120.6767725,24.1631189
TC0204,TC,固定式交通違規照相路段,超速,120.6883969,24.1630394
TC0205,TC,固定式交通違規照相路段,超速,120.6754448,24.1654977
TC0206,TC,固定式交通違規照相路段,超速,120.6823881,24.1653529
TC0207,TC,固定式交通違規照相路段,超速,120.6842565,24.1499925
TC0208,TC,固定式交通違規照相路段,超速,120.7038702,24.1595586
TC0209,TC,固定式交通違規照相路段,超速,120.7038462,24.1579625
TC0210,TC,固定式交通違規照相路段,超速,120.6993352,24.1573924
TC0211,TC,固定式交通違規照相路段,超速,120.6825779,24.1459917
TC0212,TC,固定式交通違規照相路段,超速,120.6848952,24.1510438
TC0213,TC,固定式交通違規照相路段,超速,120.6839328,24.1462676
TC0214,TC,固定式交通違規照相路段,超速,120.6860817,24.1461611
TC0215,TC,固定式交通違規照相路段,超速,120.685915,24.14316851
TC0216,TC,固定式交通違規照相路段,超速,120.6786311,24.1728819
TC0217,TC,固定式交通違規照相路段,超速,120.6787639,24.1728576
TC0218,TC,固定式交通違規照相路段,超速,120.6732162,24.1669138
TC0219,TC,固定式交通違規照相路段,超速,120.6732162,24.1669138
TC0220,TC,固定式交通違規照相路段,超速,120.6721367,24.1700824
TC0221,TC,固定式交通違規照相路段,超速,120.66696,24.1730382
TC0222,TC,固定式交通違規照相路段,超速,120.670511,24.1592183
TC0223,TC,固定式交通違規照相路段,超速,120.6850006,24.157615
TC0224,TC,固定式交通違規照相路段,超速,120.6856066,24.1559135
TC0225,TC,固定式交通違規照相路段,超速,120.6704715,24.1557532
TC0226,TC,固定式交通違規照相路段,超速,120.6723305,24.1445625
TC0227,TC,固定式交通違規照相路段,超速,120.6767155,24.155789
TC0228,TC,固定式交通違規照相路段,超速,120.6775081,24.1527942
TC0229,TC,固定式交通違規照相路段,超速,120.6783049,24.1485181
TC0230,TC,固定式交通違規照相路段,超速,120.6786194,24.1519693
TC0231,TC,固定式交通違規照相路段,超速,120.6792189,24.1557563
TC0232,TC,固定式交通違規照相路段,超速,120.6666239,24.1669416
TC0233,TC,固定式交通違規照相路段,超速,120.6712247,24.1499108
TC0234,TC,固定式交通違規照相路段,超速,120.6917135,24.1601544
TC0235,TC,固定式交通違規照相路段,超速,120.665984,24.15975251
TC0236,TC,固定式交通違規照相路段,超速,120.6725544,24.1687749
TC0237,TC,固定式交通違規照相路段,超速,120.6897336,24.1576292
TC0238,TC,固定式交通違規照相路段,超速,120.6833901,24.1483277
TC0239,TC,固定式交通違規照相路段,超速,120.6849593,24.1603358
TC0240,TC,固定式交通違規照相路段,超速,120.6862876,24.1445803
TC0241,TC,固定式交通違規照相路段,超速,120.6718622,24.1706588
TC0242,TC,固定式交通違規照相路段,超速,120.6715265,24.1723532
TC0243,TC,固定式交通違規照相路段,超速,120.6657381,24.16518036
TC0244,TC,固定式交通違規照相路段,超速,120.6645990,24.1627323
TC0245,TC,固定式交通違規照相路段,超速,120.6709353,24.1737921
TC0246,TC,固定式交通違規照相路段,超速,120.6735259,24.17388956
TC0247,TC,固定式交通違規照相路段,超速,120.6675499,24.16681462
TC0248,TC,固定式交通違規照相路段,超速,120.694336,24.15756152
TC0249,TC,固定式交通違規照相路段,超速,120.6918878,24.16012849
TC0250,TC,固定式交通違規照相路段,超速,120.6997102,24.1371661
TC0251,TC,固定式交通違規照相路段,超速,120.6995974,24.1500651
TC0252,TC,固定式交通違規照相路段,超速,120.7042360,24.1268591
TC0253,TC,固定式交通違規照相路段,超速,120.6647293,24.1286363
TC0254,TC,固定式交通違規照相路段,超速,120.6590381,24.1119648
TC0255,TC,固定式交通違規照相路段,超速,120.6606557,24.1105582
TC0256,TC,固定式交通違規照相路段,超速,120.6507918,24.1122025
TC0257,TC,固定式交通違規照相路段,超速,120.6647266,24.12610995
TC0258,TC,固定式交通違規照相路段,超速,120.6816938,24.1334778
TC0259,TC,固定式交通違規照相路段,超速,120.6473216,24.1191666
TC0260,TC,固定式交通違規照相路段,超速,120.6473216,24.1191666
TC0261,TC,固定式交通違規照相路段,超速,120.6794114,24.1223804
TC0262,TC,固定式交通違規照相路段,超速,120.6702244,24.1123460
TC0263,TC,固定式交通違規照相路段,超速,120.6485229,24.1148085
TC0264,TC,固定式交通違規照相路段,超速,120.6545799,24.14014452
TC0265,TC,固定式交通違規照相路段,超速,120.646419,24.13748445
TC0266,TC,固定式交通違規照相路段,超速,120.6468234,24.14679744
TC0267,TC,固定式交通違規照相路段,超速,120.6468796,24.15234514
TC0268,TC,固定式交通違規照相路段,超速,120.6449643,24.14020223
TC0269,TC,固定式交通違規照相路段,超速,120.6406981,24.14146272
TC0270,TC,固定式交通違規照相路段,超速,120.6405827,24.15130186
TC0271,TC,固定式交通違規照相路段,超速,120.5871702,24.1614922
TC0272,TC,固定式交通違規照相路段,超速,120.5923262,24.1425281
TC0273,TC,固定式交通違規照相路段,超速,120.5923262,24.1425281
TC0274,TC,固定式交通違規照相路段,超速,120.5810840,24.1436989
TC0275,TC,固定式交通違規照相路段,超速,120.6134791,24.14933112
TC0276,TC,固定式交通違規照相路段,超速,120.6384755,24.11857715
TC0277,TC,固定式交通違規照相路段,超速,120.6461774,24.12635827
TC0278,TC,固定式交通違規照相路段,超速,120.6464751,24.12933988
TC0279,TC,固定式交通違規照相路段,超速,120.6232348,24.1501651
TC0280,TC,固定式交通違規照相路段,超速,120.7220455,24.1877237
TC0281,TC,固定式交通違規照相路段,超速,120.7238251,24.1811526
TC0282,TC,固定式交通違規照相路段,超速,120.6627643,24.1874514
TC0283,TC,固定式交通違規照相路段,超速,120.6603488,24.1893446
TC0284,TC,固定式交通違規照相路段,超速,120.6666529,24.2014301
TC0285,TC,固定式交通違規照相路段,超速,120.6737101,24.1900853
TC0286,TC,固定式交通違規照相路段,超速,120.6813278,24.2014654
TC0287,TC,固定式交通違規照相路段,超速,120.6868292,24.2038614
TC0288,TC,固定式交通違規照相路段,超速,120.7451203,24.1884546
TC0289,TC,固定式交通違規照相路段,超速,120.7639943,24.1985861
TC0290,TC,固定式交通違規照相路段,超速,120.7716532,24.1998747
TC0291,TC,固定式交通違規照相路段,超速,120.7251832,24.1612365
TC0292,TC,固定式交通違規照相路段,超速,120.6772360,24.1735519
TC0293,TC,固定式交通違規照相路段,超速,120.6992692,24.1770087
TC0294,TC,固定式交通違規照相路段,超速,120.7059750,24.1824263
TC0295,TC,固定式交通違規照相路段,超速,120.6824098,24.2014624
TC0296,TC,固定式交通違規照相路段,超速,120.663600,24.192130
TC0297,TC,固定式交通違規照相路段,超速,120.6864809,24.1827519
TC0298,TC,固定式交通違規照相路段,超速,120.6923495,24.2014592
TC0299,TC,固定式交通違規照相路段,超速,120.6866610,24.1917963
TC0300,TC,固定式交通違規照相路段,超速,120.678710,24.186490
TC0301,TC,固定式交通違規照相路段,超速,120.7078373,24.1823393
TC0302,TC,固定式交通違規照相路段,超速,120.6706465,24.1753178
TC0303,TC,固定式交通違規照相路段,超速,120.6680548,24.1792519
TC0304,TC,固定式交通違規照相路段,超速,120.6952198,24.1707965
TC0305,TC,固定式交通違規照相路段,超速,120.6941049,24.1642468
TC0306,TC,固定式交通違規照相路段,超速,120.7071743,24.1645227
TC0307,TC,固定式交通違規照相路段,超速,120.7174755,24.1637652
TC0308,TC,固定式交通違規照相路段,超速,120.6845576,24.1815001
TC0309,TC,固定式交通違規照相路段,超速,120.6772160,24.1852239
TC0310,TC,固定式交通違規照相路段,超速,120.6713141,24.1934794
TC0311,TC,固定式交通違規照相路段,超速,120.7354983,24.1774310
TC0312,TC,固定式交通違規照相路段,超速,120.7700259,24.1974718
TC0313,TC,固定式交通違規照相路段,超速,120.6895531,24.1714774
TC0314,TC,固定式交通違規照相路段,超速,120.7461988,24.1911244
TC0315,TC,固定式交通違規照相路段,超速,120.6605783,24.178101
TC0316,TC,固定式交通違規照相路段,超速,120.6819323,24.1979102
TC0317,TC,固定式交通違規照相路段,超速,120.6819323,24.1979102
TC0318,TC,固定式交通違規照相路段,超速,120.7267405,24.1762401
TC0319,TC,固定式交通違規照相路段,超速,120.7279737,24.1768254
TC0320,TC,固定式交通違規照相路段,超速,120.7098949,24.1716770
TC0321,TC,固定式交通違規照相路段,超速,120.7002093,24.1773565
TC0322,TC,固定式交通違規照相路段,超速,120.6982811,24.2019086
TC0323,TC,固定式交通違規照相路段,超速,120.6957634,24.2006616
TC0324,TC,固定式交通違規照相路段,超速,120.6999805,24.1623548
TC0325,TC,固定式交通違規照相路段,超速,120.6769177,24.1784689
TC0326,TC,固定式交通違規照相路段,超速,120.6768118,24.17952055
TC0327,TC,固定式交通違規照相路段,超速,120.6767462,24.1773402
TC0328,TC,固定式交通違規照相路段,超速,120.6775308,24.1835506
TC0329,TC,固定式交通違規照相路段,超速,120.6751918,24.1831415
TC0330,TC,固定式交通違規照相路段,超速,120.6720685,24.1932313
TC0331,TC,固定式交通違規照相路段,超速,120.6924464,24.1927672
TC0332,TC,固定式交通違規照相路段,超速,120.6904886,24.1928097
TC0333,TC,固定式交通違規照相路段,超速,120.6904499,24.1881934
TC0334,TC,固定式交通違規照相路段,超速,120.6903994,24.1869027
TC0335,TC,固定式交通違規照相路段,超速,120.6822253,24.1848386
TC0336,TC,固定式交通違規照相路段,超速,120.6818331,24.1778971
TC0337,TC,固定式交通違規照相路段,超速,120.6819754,24.1793111
TC0338,TC,固定式交通違規照相路段,超速,120.6820158,24.1804175
TC0339,TC,固定式交通違規照相路段,超速,120.6820433,24.1817745
TC0340,TC,固定式交通違規照相路段,超速,120.6823481,24.1869353
TC0341,TC,固定式交通違規照相路段,超速,120.6823229,24.1855273
TC0342,TC,固定式交通違規照相路段,超速,120.6362672,24.1710065
TC0343,TC,固定式交通違規照相路段,超速,120.641858,24.1899776
TC0344,TC,固定式交通違規照相路段,超速,120.6394688,24.2026251
TC0345,TC,固定式交通違規照相路段,超速,120.6397393,24.1885432
TC0346,TC,固定式交通違規照相路段,超速,120.6404612,24.1901713
TC0347,TC,固定式交通違規照相路段,超速,120.6565709,24.1701465
TC0348,TC,固定式交通違規照相路段,超速,120.6555440,24.1687964
TC0349,TC,固定式交通違規照相路段,超速,120.6265882,24.1581231
TC0350,TC,固定式交通違規照相路段,超速,120.6261933,24.1775046
TC0351,TC,固定式交通違規照相路段,超速,120.6304672,24.1802565
TC0352,TC,固定式交通違規照相路段,超速,120.6047173,24.1723204
TC0353,TC,固定式交通違規照相路段,超速,120.6325267,24.2046951
TC0354,TC,固定式交通違規照相路段,超速,120.6394688,24.2026251
TC0355,TC,固定式交通違規照相路段,超速,120.6305534,24.1802026
TC0356,TC,固定式交通違規照相路段,超速,120.6305534,24.1802026
TC0357,TC,固定式交通違規照相路段,超速,120.6398978,24.1909397
TC0358,TC,固定式交通違規照相路段,超速,120.6324182,24.1697037
TC0359,TC,固定式交通違規照相路段,超速,120.6491018,24.1627003
TC0360,TC,固定式交通違規照相路段,超速,120.6480316,24.1601405
TC0361,TC,固定式交通違規照相路段,超速,120.6904878,24.2294262
TC0362,TC,固定式交通違規照相路段,超速,120.7283938,24.2508177
TC0363,TC,固定式交通違規照相路段,超速,120.754100,24.273700
TC0364,TC,固定式交通違規照相路段,超速,120.6757826,24.2412482
TC0365,TC,固定式交通違規照相路段,超速,120.7258648,24.2368823
TC0366,TC,固定式交通違規照相路段,超速,120.6782481,24.2498042
TC0367,TC,固定式交通違規照相路段,超速,120.7115124,24.2682811
TC0368,TC,固定式交通違規照相路段,超速,120.7065809,24.2570487
TC0369,TC,固定式交通違規照相路段,超速,120.7255907,24.2646637
TC0370,TC,固定式交通違規照相路段,超速,120.7514342,24.2604811
TC0371,TC,固定式交通違規照相路段,超速,120.6329846,24.2904864
TC0372,TC,固定式交通違規照相路段,超速,120.7031796,24.2519929
TC0373,TC,固定式交通違規照相路段,超速,120.6311706,24.2410923
TC0374,TC,固定式交通違規照相路段,超速,120.6134292,24.2289491
TC0375,TC,固定式交通違規照相路段,超速,120.6801050,24.2157890
TC0376,TC,固定式交通違規照相路段,超速,120.6969673,24.2162003
TC0377,TC,固定式交通違規照相路段,超速,120.7238741,24.2166972
TC0378,TC,固定式交通違規照相路段,超速,120.720100,24.227640
TC0379,TC,固定式交通違規照相路段,超速,120.6453717,24.2253623
TC0380,TC,固定式交通違規照相路段,超速,120.6637724,24.2333082
TC0381,TC,固定式交通違規照相路段,超速,120.6578872,24.2423391
TC0382,TC,固定式交通違規照相路段,超速,120.6493629,24.2146025
TC0383,TC,固定式交通違規照相路段,超速,120.6557116,24.2210351
TC0384,TC,固定式交通違規照相路段,超速,120.6252215,24.2421930
TC0385,TC,固定式交通違規照相路段,超速,120.6810257,24.2162021
TC0386,TC,固定式交通違規照相路段,超速,120.6864286,24.2080606
TC0387,TC,固定式交通違規照相路段,超速,120.7051622,24.2104656
TC0388,TC,固定式交通違規照相路段,超速,120.6827301,24.2087693
TC0389,TC,固定式交通違規照相路段,超速,120.6818299,24.2161134
TC0390,TC,固定式交通違規照相路段,超速,120.6812385,24.2156792
TC0391,TC,固定式交通違規照相路段,超速,120.6394431,24.2320625
TC0392,TC,固定式交通違規照相路段,超速,120.70532,24.210285
TC0393,TC,固定式交通違規照相路段,超速,120.68834,24.21576
TC0394,TC,固定式交通違規照相路段,超速,120.6841956,24.2163129
TC0395,TC,固定式交通違規照相路段,超速,120.6834509,24.2090548
TC0396,TC,固定式交通違規照相路段,超速,120.6911694,24.215857
TC0400,TC,固定式交通違規照相路段,超速,120.6595926,24.2198203
TC0401,TC,固定式交通違規照相路段,超速,120.6456211,24.2115893
TC0402,TC,固定式交通違規照相路段,超速,120.6728630,24.2108859
TC0403,TC,固定式交通違規照相路段,超速,120.7240156,24.2202422
TC0404,TC,固定式交通違規照相路段,超速,120.6926318,24.2290909
TC0405,TC,固定式交通違規照相路段,超速,120.6697804,24.0615953
TC0406,TC,固定式交通違規照相路段,超速,120.7000319,24.0773634
TC0407,TC,固定式交通違規照相路段,超速,120.7118706,24.0803803
TC0408,TC,固定式交通違規照相路段,超速,120.6960443,24.018913
TC0409,TC,固定式交通違規照相路段,超速,120.6774939,24.0396634
TC0410,TC,固定式交通違規照相路段,超速,120.6841316,24.0313727
TC0411,TC,固定式交通違規照相路段,超速,120.6700068,24.0616949
TC0412,TC,固定式交通違規照相路段,超速,120.6635012,24.0731552
TC0413,TC,固定式交通違規照相路段,超速,120.6948898,24.0633955
TC0416,TC,固定式交通違規照相路段,超速,120.7060129,24.0730541
TC0417,TC,固定式交通違規照相路段,超速,120.685694,24.092153
TC0418,TC,固定式交通違規照相路段,超速,120.7122168,24.0938673
TC0420,TC,固定式交通違規照相路段,超速,120.7002744,24.1178063
TC0421,TC,固定式交通違規照相路段,超速,120.7007005,24.1196702
TC0422,TC,固定式交通違規照相路段,超速,120.6882211,24.0831509
TC0423,TC,固定式交通違規照相路段,超速,120.7002532,24.1179268
TC0424,TC,固定式交通違規照相路段,超速,120.6825221,24.1004876
TC0425,TC,固定式交通違規照相路段,超速,120.7002195,24.1188409
TC0427,TC,固定式交通違規照相路段,超速,120.711922,24.1480529
TC0429,TC,固定式交通違規照相路段,超速,120.6705819,24.0840440
TC0430,TC,固定式交通違規照相路段,超速,120.6897436,24.0760319
TC0431,TC,固定式交通違規照相路段,超速,120.7030624,24.125417
TC0432,TC,固定式交通違規照相路段,超速,120.6744043,24.1148908
TC0433,TC,固定式交通違規照相路段,超速,120.6985316,24.1013067
TC0434,TC,固定式交通違規照相路段,超速,120.6774106,24.0865671
TC0435,TC,固定式交通違規照相路段,超速,120.6896081,24.1153651
TC0436,TC,固定式交通違規照相路段,超速,120.6886633,24.1012728
TC0437,TC,固定式交通違規照相路段,超速,120.6741397,24.0417459
TC0438,TC,固定式交通違規照相路段,超速,120.6976705,24.0826562
TC0439,TC,固定式交通違規照相路段,超速,120.6957903,24.0879028
TC0440,TC,固定式交通違規照相路段,超速,120.6957588,24.0322801
TC0441,TC,固定式交通違規照相路段,超速,120.6569538,24.0873478
TC0442,TC,固定式交通違規照相路段,超速,120.662516,24.065802
TC0443,TC,固定式交通違規照相路段,超速,120.6650879,24.0938478
TC0444,TC,固定式交通違規照相路段,超速,120.6837610,24.0909491
TC0445,TC,固定式交通違規照相路段,超速,120.700815,24.120928
TC0446,TC,固定式交通違規照相路段,超速,120.6793633,24.1040926
TC0447,TC,固定式交通違規照相路段,超速,120.5610616,24.1613660
TC0448,TC,固定式交通違規照相路段,超速,120.565829,24.160207
TC0449,TC,固定式交通違規照相路段,超速,120.563300,24.160770
TC0450,TC,固定式交通違規照相路段,超速,120.561900,24.161060
TC0451,TC,固定式交通違規照相路段,超速,120.561800,24.161090
TC0452,TC,固定式交通違規照相路段,超速,120.560300,24.160610
TC0453,TC,固定式交通違規照相路段,超速,120.560000,24.160600
TC0454,TC,固定式交通違規照相路段,超速,120.557900,24.160990
TC0455,TC,固定式交通違規照相路段,超速,120.554600,24.160220
TC0456,TC,固定式交通違規照相路段,超速,120.548700,24.157610
TC0457,TC,固定式交通違規照相路段,超速,120.561900,24.160920
TC0458,TC,固定式交通違規照相路段,超速,120.573648,24.165719
TC0459,TC,固定式交通違規照相路段,超速,120.5882286,24.2930457
TC0460,TC,固定式交通違規照相路段,超速,120.5609251,24.2613726
TC0461,TC,固定式交通違規照相路段,超速,120.551458,24.291077
TC0462,TC,固定式交通違規照相路段,超速,120.544340,24.269244
TC0463,TC,固定式交通違規照相路段,超速,120.5334413,24.2506255
TC0464,TC,固定式交通違規照相路段,超速,120.520637,24.244453
TC0465,TC,固定式交通違規照相路段,超速,120.5716443,24.2344343
TC0466,TC,固定式交通違規照相路段,超速,120.580826,24.216763
TC0467,TC,固定式交通違規照相路段,超速,120.6261580,24.3583638
TC0468,TC,固定式交通違規照相路段,超速,120.6737191,24.3690018
TC0469,TC,固定式交通違規照相路段,超速,121.160300,24.908990
TC0470,TC,固定式交通違規照相路段,超速,120.6548805,24.3153396
TC0471,TC,固定式交通違規照相路段,超速,120.664711,24.322085
TC0472,TC,固定式交通違規照相路段,超速,120.571100,24.339700
TC0473,TC,固定式交通違規照相路段,超速,120.558986,24.310408
TC0474,TC,固定式交通違規照相路段,超速,120.723767,24.296743
TC0475,TC,固定式交通違規照相路段,超速,120.7147281,24.3203604
TC0476,TC,固定式交通違規照相路段,超速,120.733500,24.345840
TC0477,TC,固定式交通違規照相路段,超速,120.676842,24.293168
TC0478,TC,固定式交通違規照相路段,超速,120.711922,24.1480529
TC0479,TC,固定式交通違規照相路段,超速,120.6998113,24.11082183
TC0480,TC,固定式交通違規照相路段,超速,120.7005943,24.1525557
TC0481,TC,固定式交通違規照相路段,超速,120.7034188,24.1562840
TC0482,TC,固定式交通違規照相路段,超速,120.7050722,24.1594622
TC0483,TC,固定式交通違規照相路段,超速,120.7006182,24.1479357
TC0484,TC,固定式交通違規照相路段,超速,120.7023945,24.1525565
TC0485,TC,固定式交通違規照相路段,超速,120.7192319,24.138071
TC0486,TC,固定式交通違規照相路段,超速,120.7272268,24.1570392
TC0487,TC,固定式交通違規照相路段,超速,120.7231784,24.1494209
TC0488,TC,固定式交通違規照相路段,超速,120.7147436,24.1491765
TC0489,TC,固定式交通違規照相路段,超速,120.7106894,24.1382071
TC0490,TC,固定式交通違規照相路段,超速,120.7177551,24.1585229
TC0491,TC,固定式交通違規照相路段,超速,120.7106582,24.1384864
TC0492,TC,固定式交通違規照相路段,超速,120.723092,24.149228
TC0493,TC,固定式交通違規照相路段,超速,120.7398266,24.1573785
TC0494,TC,固定式交通違規照相路段,超速,120.7274182,24.1548320
TC0495,TC,固定式交通違規照相路段,超速,120.7325073,24.1162563
TC0496,TC,固定式交通違規照相路段,超速,120.7768871,24.1063500
TC0497,TC,固定式交通違規照相路段,超速,120.7768871,24.1063500
TC0498,TC,固定式交通違規照相路段,超速,120.8087866,24.0994899
TC0499,TC,固定式交通違規照相路段,超速,120.8087866,24.0994899
TC0500,TC,固定式交通違規照相路段,超速,120.7440308,24.1311921
TC0501,TC,固定式交通違規照相路段,超速,120.7440308,24.1311921
TC0502,TC,固定式交通違規照相路段,超速,120.7717879,24.1030892
TC0503,TC,固定式交通違規照相路段,超速,120.7717879,24.1030892
TC0504,TC,固定式交通違規照相路段,超速,120.7711370,24.1038807
TC0505,TC,固定式交通違規照相路段,超速,120.7711370,24.1038807
TC0506,TC,固定式交通違規照相路段,超速,120.7152966,24.10810345
TC0507,TC,固定式交通違規照相路段,超速,120.7129404,24.1095835
TC0508,TC,固定式交通違規照相路段,超速,120.7696607,24.1042648
TC0509,TC,固定式交通違規照相路段,超速,120.7696607,24.1042648
TC0511,TC,固定式交通違規照相路段,超速,120.7334596,24.1349831
TC0512,TC,固定式交通違規照相路段,超速,120.836100,24.233080
TC0513,TC,固定式交通違規照相路段,超速,120.8355190,24.2353829
TC0514,TC,固定式交通違規照相路段,超速,120.8336137,24.2424979
TC0515,TC,固定式交通違規照相路段,超速,120.8239055,24.2596055
TC0516,TC,固定式交通違規照相路段,超速,120.821900,24.271880
TC0517,TC,固定式交通違規照相路段,超速,120.802600,24.298370
TC0518,TC,固定式交通違規照相路段,超速,120.7718440,24.2777632
TC0519,TC,固定式交通違規照相路段,超速,120.7720572,24.2773714
TC0520,TC,固定式交通違規照相路段,超速,120.7943320,24.2856626
TC0521,TC,固定式交通違規照相路段,超速,120.768849,24.275785
TC0522,TC,固定式交通違規照相路段,超速,120.813100,24.262240
TC0523,TC,固定式交通違規照相路段,超速,120.813100,24.262240
TC0524,TC,固定式交通違規照相路段,超速,120.804900,24.267250
TC0525,TC,固定式交通違規照相路段,超速,120.851533,24.156408
TC0526,TC,固定式交通違規照相路段,超速,120.877343,24.153466
TC0527,TC,固定式交通違規照相路段,超速,120.838631,24.161735
TC0528,TC,固定式交通違規照相路段,超速,120.877562,24.149296
TC0529,TC,固定式交通違規照相路段,超速,120.8035211,24.2231123
TC0530,TC,固定式交通違規照相路段,超速,120.8033956,24.2270831
TC0531,TC,固定式交通違規照相路段,超速,120.8092769,24.1922770
TC0532,TC,固定式交通違規照相路段,超速,120.7837281,24.2208073
TC0533,TC,固定式交通違規照相路段,超速,120.8010679,24.2296822
TC0534,TC,固定式交通違規照相路段,超速,120.8064518,24.1941492
TC0535,TC,固定式交通違規照相路段,超速,120.8456327,24.2436703
TC0536,TC,固定式交通違規照相路段,超速,120.851533,24.156408
TC0537,TC,固定式交通違規照相路段,超速,120.7892040,24.2850605
TC0538,TC,固定式交通違規照相路段,超速,120.804900,24.267250
TC0539,TC,固定式交通違規照相路段,超速,120.796000,24.270780
TC0540,TC,固定式交通違規照相路段,超速,120.800900,24.294340
TC0541,TC,固定式交通違規照相路段,超速,120.8017152,24.2938555
TC0542,TC,固定式交通違規照相路段,超速,120.8264859,24.2631953
TC0543,TC,固定式交通違規照相路段,超速,120.839348,24.180418
TC0544,TC,固定式交通違規照相路段,超速,120.8094760,24.2394424
TC0545,TC,固定式交通違規照相路段,超速,120.8024440,24.1971890
TC0546,TC,固定式交通違規照相路段,超速,120.7958605,24.2116563
TC0547,TC,固定式交通違規照相路段,超速,120.803700,24.303330
TC0548,TC,固定式交通違規照相路段,超速,120.8099683,24.2341550
TC0549,TC,固定式交通違規照相路段,超速,120.8082482,24.2523596
TC0550,TC,固定式交通違規照相路段,超速,120.8123041,24.2408064
TC0551,TC,固定式交通違規照相路段,超速,120.7702413,24.2784805
TC0552,TC,固定式交通違規照相路段,超速,120.83718,24.222034
TC0553,TC,固定式交通違規照相路段,超速,120.839200,24.210900
TC0554,TC,固定式交通違規照相路段,超速,120.8404767,24.1842276
TC0555,TC,固定式交通違規照相路段,超速,120.8161456,24.2601111
TC0556,TC,固定式交通違規照相路段,超速,120.8044997,24.2358019
TC0557,TC,固定式交通違規照相路段,超速,120.875700,24.172140
TC0558,TC,固定式交通違規照相路段,超速,120.875700,24.172140
TC0559,TC,固定式交通違規照相路段,超速,120.893800,24.172770
TC0560,TC,固定式交通違規照相路段,超速,120.904700,24.169610
TC0561,TC,固定式交通違規照相路段,超速,120.973974,24.175161
TC0562,TC,固定式交通違規照相路段,超速,120.948614,24.166758
TC0563,TC,固定式交通違規照相路段,超速,120.949100,24.166750
TC0564,TC,固定式交通違規照相路段,超速,120.969929,24.172686
TC0565,TC,固定式交通違規照相路段,超速,120.973974,24.175161
TC0566,TC,固定式交通違規照相路段,超速,120.974400,24.175430
TC0567,TC,固定式交通違規照相路段,超速,120.977900,24.178080
TC0568,TC,固定式交通違規照相路段,超速,120.991297,24.189881
TC0569,TC,固定式交通違規照相路段,超速,121.205700,24.258040
TC0570,TC,固定式交通違規照相路段,超速,121.209249,24.257030
TC0571,TC,固定式交通違規照相路段,超速,121.208829,24.253210
TC0572,TC,固定式交通違規照相路段,超速,121.347529,24.389066
TC0573,TC,固定式交通違規照相路段,超速,121.347529,24.389066
TC0574,TC,固定式交通違規照相路段,超速,121.337353,24.366242
TC0575,TC,固定式交通違規照相路段,超速,121.337353,24.366242
TC0576,TC,固定式交通違規照相路段,超速,121.280363,24.302581
TC0577,TC,固定式交通違規照相路段,超速,121.265569,24.280544
TC0578,TC,固定式交通違規照相路段,超速,120.906434,24.289863
TC0579,TC,固定式交通違規照相路段,超速,120.907138,24.290460
TC0580,TC,固定式交通違規照相路段,超速,120.911402,24.292508
TC0581,TC,固定式交通違規照相路段,超速,120.913630,24.293744
TC0582,TC,固定式交通違規照相路段,超速,120.922772,24.315524
TC0583,TC,固定式交通違規照相路段,超速,120.922772,24.315524
